augmented,original,category
"On October 7th, our developer who had been with us since the beginning of the project quit.",And then the 7th October our developper who started the project with us leaved us.,1
"On October 7th, our developer who had been with us since the beginning of the project quit.",And then the 7th October our developper who started the project with us leaved us.,1
"On October 7th, our developer who had initiated the project with us departed.",And then the 7th October our developper who started the project with us leaved us.,1
He sent us a message saying that he was leaving the project and gave no real reason. He said we should continue without him.,Without any real explanation and by message he told us that that we could keep going without him.,1
"He texted us out of the blue that he was bailing, but said we should carry on without him.",Without any real explanation and by message he told us that that we could keep going without him.,1
He sent us a message saying that he was out and that we should carry on with the project. He didn't give us any reason for leaving.,Without any real explanation and by message he told us that that we could keep going without him.,1
"He sent us a message saying that he was out and that we should continue the project on our own, without giving any reasons.",Without any real explanation and by message he told us that that we could keep going without him.,1
But he didn’t simply leave us—he stopped the beta and took back all the code and other assets.,But he didn’t just leave us… He stop the beta and take back all the code and other things.,1
He didn’t just leave us… He shut down the beta and took all the code and other stuff with him.,But he didn’t just leave us… He stop the beta and take back all the code and other things.,1
But it wasn’t just that he left us—he ended the beta and took back all the code and everything else we’d been working on!,But he didn’t just leave us… He stop the beta and take back all the code and other things.,1
"However, he didn’t just leave; he stopped the beta and reclaimed all the code and associated assets.",But he didn’t just leave us… He stop the beta and take back all the code and other things.,1
We lost Suly and had no other options... Then we faced a hard choice... Our team of five was reduced to just Adrien and me.,"Suly didn’t work anymore and we couldn’t do anything… After that we had to take some difficult decision… We were 5 and now we finish with two, Adrien and me.",1
"We lost Suly and it was hopeless... Then we had to make some hard choices... We started as a team of five, but now it's just me and Adrien.","Suly didn’t work anymore and we couldn’t do anything… After that we had to take some difficult decision… We were 5 and now we finish with two, Adrien and me.",1
"We lost Suly and had no choice... It was a hard time for us... We started as a team of five, but only Adrien and I are left.","Suly didn’t work anymore and we couldn’t do anything… After that we had to take some difficult decision… We were 5 and now we finish with two, Adrien and me.",1
We lost Suly and had no choice... Then we faced a hard situation... Our team of 5 became just Adrien and me.,"Suly didn’t work anymore and we couldn’t do anything… After that we had to take some difficult decision… We were 5 and now we finish with two, Adrien and me.",1
